sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text_original,domain_primary,domain_secondary,keywords_en,keywords_nl,instrument_aliases_en,instrument_aliases_nl,search_text
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_muscletwitch_sev,Spiertrekkingen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_muscletwitch_sev | Spiertrekkingen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; spiertrekkingen,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_muscletwitch_sev | Spiertrekkingen Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; spiertrekkingen
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_muscleweak_freq,Spierzwakte Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_muscleweak_freq | Spierzwakte Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; spierzwakte,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_muscleweak_freq | Spierzwakte Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; spierzwakte
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_muscleweak_sev,Spierzwakte Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_muscleweak_sev | Spierzwakte Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; spierzwakte,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_muscleweak_sev | Spierzwakte Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; spierzwakte
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sensit_sound_freq,Overgevoeligheid voor geluid Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sensit_sound_freq | Overgevoeligheid voor geluid Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; overgevoeligheid; geluid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_sensit_sound_freq | Overgevoeligheid voor geluid Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; overgevoeligheid; geluid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sensit_sound_sev,Overgevoeligheid voor geluid Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sensit_sound_sev | Overgevoeligheid voor geluid Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; overgevoeligheid; geluid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_sensit_sound_sev | Overgevoeligheid voor geluid Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; overgevoeligheid; geluid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sensit_light_freq,Overgevoeligheid voor fel licht Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sensit_light_freq | Overgevoeligheid voor fel licht Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; overgevoeligheid; licht,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_sensit_light_freq | Overgevoeligheid voor fel licht Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; overgevoeligheid; licht
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sensit_light_sev,Overgevoeligheid voor fel licht Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sensit_light_sev | Overgevoeligheid voor fel licht Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; overgevoeligheid; licht,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_sensit_light_sev | Overgevoeligheid voor fel licht Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; overgevoeligheid; licht
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_difffindwords_freq,Moeite met het vinden van woorden of het verwoorden van gedachten Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_difffindwords_freq | Moeite met het vinden van woorden of het verwoorden van gedachten Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; moeite; vinden; woorden; verwoorden; gedachten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_difffindwords_freq | Moeite met het vinden van woorden of het verwoorden van gedachten Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; moeite; vinden; woorden; verwoorden; gedachten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_difffindwords_sev,Moeite met het vinden van woorden of het verwoorden van gedachten Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_difffindwords_sev | Moeite met het vinden van woorden of het verwoorden van gedachten Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; moeite; vinden; woorden; verwoorden; gedachten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_difffindwords_sev | Moeite met het vinden van woorden of het verwoorden van gedachten Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; moeite; vinden; woorden; verwoorden; gedachten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_diffunderstanding_freq,Moeite met begrijpen van dingen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_diffunderstanding_freq | Moeite met begrijpen van dingen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; moeite; begrijpen; dingen,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_diffunderstanding_freq | Moeite met begrijpen van dingen Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; moeite; begrijpen; dingen
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_diffunderstanding_sev,Moeite met begrijpen van dingen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_diffunderstanding_sev | Moeite met begrijpen van dingen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; moeite; begrijpen; dingen,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_diffunderstanding_sev | Moeite met begrijpen van dingen Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; moeite; begrijpen; dingen
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_payattention_freq,De aandacht slechts bij één ding tegelijk kunnen houden Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_payattention_freq | De aandacht slechts bij één ding tegelijk kunnen houden Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; attention; severity; symptom burden; gaat; symptomen,symptomen; frequentie; aandacht; ernst; klachtenlast; slechts; ding; tegelijk; kunnen; houden,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_payattention_freq | De aandacht slechts bij één ding tegelijk kunnen houden Frequentie: | nan | symptoms_general | symptoms; frequency; attention; severity; symptom burden; gaat; symptomen | symptomen; frequentie; aandacht; ernst; klachtenlast; slechts; ding; tegelijk; kunnen; houden
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_payattention_sev,De aandacht slechts bij één ding tegelijk kunnen houden Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_payattention_sev | De aandacht slechts bij één ding tegelijk kunnen houden Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; attention; frequency; symptom burden; gaat; symptomen,symptomen; ernst; aandacht; frequentie; klachtenlast; slechts; ding; tegelijk; kunnen; houden,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_payattention_sev | De aandacht slechts bij één ding tegelijk kunnen houden Ernst: | nan | symptoms_general | symptoms; severity; attention; frequency; symptom burden; gaat; symptomen | symptomen; ernst; aandacht; frequentie; klachtenlast; slechts; ding; tegelijk; kunnen; houden
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_eyefocus_freq,Niet in staat om de blik op iets te richten Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_eyefocus_freq | Niet in staat om de blik op iets te richten Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; staat; blik; iets; richten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_eyefocus_freq | Niet in staat om de blik op iets te richten Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; staat; blik; iets; richten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_eyefocus_sev,Niet in staat om de blik op iets te richten Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_eyefocus_sev | Niet in staat om de blik op iets te richten Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; staat; blik; iets; richten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_eyefocus_sev | Niet in staat om de blik op iets te richten Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; staat; blik; iets; richten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_unablefocus_freq,Niet in staat om de aandacht op iets te richten Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_unablefocus_freq | Niet in staat om de aandacht op iets te richten Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; attention; severity; symptom burden; gaat; symptomen,symptomen; frequentie; aandacht; ernst; klachtenlast; staat; iets; richten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_unablefocus_freq | Niet in staat om de aandacht op iets te richten Frequentie: | nan | symptoms_general | symptoms; frequency; attention; severity; symptom burden; gaat; symptomen | symptomen; frequentie; aandacht; ernst; klachtenlast; staat; iets; richten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_unablefocus_sev,Niet in staat om de aandacht op iets te richten Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_unablefocus_sev | Niet in staat om de aandacht op iets te richten Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; attention; frequency; symptom burden; gaat; symptomen,symptomen; ernst; aandacht; frequentie; klachtenlast; staat; iets; richten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_unablefocus_sev | Niet in staat om de aandacht op iets te richten Ernst: | nan | symptoms_general | symptoms; severity; attention; frequency; symptom burden; gaat; symptomen | symptomen; ernst; aandacht; frequentie; klachtenlast; staat; iets; richten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_nodepth_freq,Niet goed diepte kunnen zien Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_nodepth_freq | Niet goed diepte kunnen zien Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; goed; diepte; kunnen; zien,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_nodepth_freq | Niet goed diepte kunnen zien Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; goed; diepte; kunnen; zien
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_nodepth_sev,Niet goed diepte kunnen zien Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_nodepth_sev | Niet goed diepte kunnen zien Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; goed; diepte; kunnen; zien,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_nodepth_sev | Niet goed diepte kunnen zien Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; goed; diepte; kunnen; zien
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_slowthink_freq,Traag denken Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_slowthink_freq | Traag denken Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; traag; denken,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_slowthink_freq | Traag denken Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; traag; denken
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_slowthink_sev,Traag denken Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_slowthink_sev | Traag denken Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; traag; denken,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_slowthink_sev | Traag denken Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; traag; denken
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_forgetful_freq,Afwezigheid of vergeetachtigheid Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_forgetful_freq | Afwezigheid of vergeetachtigheid Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; afwezigheid; vergeetachtigheid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_forgetful_freq | Afwezigheid of vergeetachtigheid Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; afwezigheid; vergeetachtigheid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_forgetful_sev,Afwezigheid of vergeetachtigheid Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_forgetful_sev | Afwezigheid of vergeetachtigheid Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; afwezigheid; vergeetachtigheid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_forgetful_sev | Afwezigheid of vergeetachtigheid Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; afwezigheid; vergeetachtigheid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_bladderprobs_freq,Blaasklachten Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_bladderprobs_freq | Blaasklachten Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; blaasklachten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_bladderprobs_freq | Blaasklachten Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; blaasklachten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_bladderprobs_sev,Blaasklachten Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_bladderprobs_sev | Blaasklachten Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; blaasklachten,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_bladderprobs_sev | Blaasklachten Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; blaasklachten
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_nausea_freq,Misselijkheid Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_nausea_freq | Misselijkheid Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; misselijkheid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_nausea_freq | Misselijkheid Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; misselijkheid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_nausea_sev,Misselijkheid Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_nausea_sev | Misselijkheid Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; misselijkheid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_nausea_sev | Misselijkheid Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; misselijkheid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_shortbreath_freq,Kortademigheid Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_shortbreath_freq | Kortademigheid Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; kortademigheid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_shortbreath_freq | Kortademigheid Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; kortademigheid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_shortbreath_sev,Kortademigheid Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_shortbreath_sev | Kortademigheid Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; kortademigheid,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_shortbreath_sev | Kortademigheid Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; kortademigheid
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_dizzy_freq,Duizeligheid of flauwvallen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_dizzy_freq | Duizeligheid of flauwvallen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; severity; symptom burden; gaat; symptomen,symptomen; frequentie; ernst; klachtenlast; duizeligheid; flauwvallen,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_dizzy_freq | Duizeligheid of flauwvallen Frequentie: | nan | symptoms_general | symptoms; frequency; severity; symptom burden; gaat; symptomen | symptomen; frequentie; ernst; klachtenlast; duizeligheid; flauwvallen
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_dizzy_sev,Duizeligheid of flauwvallen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_dizzy_sev | Duizeligheid of flauwvallen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig",symptoms_general,,symptoms; severity; frequency; symptom burden; gaat; symptomen,symptomen; ernst; frequentie; klachtenlast; duizeligheid; flauwvallen,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_dizzy_sev | Duizeligheid of flauwvallen Ernst: | nan | symptoms_general | symptoms; severity; frequency; symptom burden; gaat; symptomen | symptomen; ernst; frequentie; klachtenlast; duizeligheid; flauwvallen
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_irregularhb_freq,Onregelmatige hartslag Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_irregularhb_freq | Onregelmatige hartslag Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",symptoms_general,,symptoms; frequency; heart rate; severity; symptom burden; gaat; symptomen,symptomen; frequentie; hartslag; ernst; klachtenlast; onregelmatige,nan,nan,3. Symptoms | Deze vragenlijst gaat over symptomen | dsq_irregularhb_freq | Onregelmatige hartslag Frequentie: | nan | symptoms_general | symptoms; frequency; heart rate; severity; symptom burden; gaat; symptomen | symptomen; frequentie; hartslag; ernst; klachtenlast; onregelmatige
