sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_nightsweats_sev,Nachtzweten Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_nightsweats_sev | Nachtzweten Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_chills_freq,Koude rillingen of rillingen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_chills_freq | Koude rillingen of rillingen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_chills_sev,Koude rillingen of rillingen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_chills_sev | Koude rillingen of rillingen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_hightemp_freq,Gevoel dat u een hoge lichaamstemperatuur hebt Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_hightemp_freq | Gevoel dat u een hoge lichaamstemperatuur hebt Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_hightemp_sev,Gevoel dat u een hoge lichaamstemperatuur hebt Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_hightemp_sev | Gevoel dat u een hoge lichaamstemperatuur hebt Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_lowtemp_freq,Gevoel dat u een lage lichaamstemperatuur hebt Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_lowtemp_freq | Gevoel dat u een lage lichaamstemperatuur hebt Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_lowtemp_sev,Gevoel dat u een lage lichaamstemperatuur hebt Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_lowtemp_sev | Gevoel dat u een lage lichaamstemperatuur hebt Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_alcoholintol_freq,Alcoholintolerantie (misselijk na het drinken van alcohol) Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_alcoholintol_freq | Alcoholintolerantie (misselijk na het drinken van alcohol) Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_alcoholintol_sev,Alcoholintolerantie (misselijk na het drinken van alcohol) Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_alcoholintol_sev | Alcoholintolerantie (misselijk na het drinken van alcohol) Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_alcoholintol_stop,Hebt u gedurende de afgelopen 6 maanden alcohol laten staan in verband met alcoholintolerantie (misselijk na het drinken van alcohol)?,radio,"1,
2,
3","Ja,
Nee, ik heb alcohol gedronken,
Nee, ik drink om andere redenen geen alcohol",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_alcoholintol_stop | Hebt u gedurende de afgelopen 6 maanden alcohol laten staan in verband met alcoholintolerantie (misselijk na het drinken van alcohol)? | radio | 1,
2,
3 | Ja,
Nee, ik heb alcohol gedronken,
Nee, ik drink om andere redenen geen alcohol"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sorethroat_freq,Keelpijn Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sorethroat_freq | Keelpijn Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sorethroat_sev,Keelpijn Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sorethroat_sev | Keelpijn Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_lymphnodes_freq,Gevoelige/pijnlijke lymfeklieren Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_lymphnodes_freq | Gevoelige/pijnlijke lymfeklieren Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_lymphnodes_sev,Gevoelige/pijnlijke lymfeklieren Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_lymphnodes_sev | Gevoelige/pijnlijke lymfeklieren Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_fever_freq,Koorts Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_fever_freq | Koorts Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_fever_sev,Koorts Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_fever_sev | Koorts Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_highhrstand_freq,Snelle hartslag bij het gaan staan Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_highhrstand_freq | Snelle hartslag bij het gaan staan Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_highhrstand_sev,Snelle hartslag bij het gaan staan Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_highhrstand_sev | Snelle hartslag bij het gaan staan Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_blurredvision_freq,Wazig zien of kokerzicht bij het gaan staan Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_blurredvision_freq | Wazig zien of kokerzicht bij het gaan staan Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_blurredvision_sev,Wazig zien of kokerzicht bij het gaan staan Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_blurredvision_sev | Wazig zien of kokerzicht bij het gaan staan Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_blackedvision_freq,Zwart voor ogen worden of lichthoofdigheid bij het gaan staan Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_blackedvision_freq | Zwart voor ogen worden of lichthoofdigheid bij het gaan staan Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_blackedvision_sev,Zwart voor ogen worden of lichthoofdigheid bij het gaan staan Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_blackedvision_sev | Zwart voor ogen worden of lichthoofdigheid bij het gaan staan Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_extremetempintol_freq,Intolerant voor extreem hete of extreem koude temperaturen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_extremetempintol_freq | Intolerant voor extreem hete of extreem koude temperaturen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_extremetempintol_sev,Intolerant voor extreem hete of extreem koude temperaturen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_extremetempintol_sev | Intolerant voor extreem hete of extreem koude temperaturen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_virallongrecover_freq,Na virale infecties duurt het lang om te herstellen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_virallongrecover_freq | Na virale infecties duurt het lang om te herstellen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_virallongrecover_sev,Na virale infecties duurt het lang om te herstellen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_virallongrecover_sev | Na virale infecties duurt het lang om te herstellen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_musclefatigue_freq,Vermoeide spieren na geringe lichamelijke inspanning Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_musclefatigue_freq | Vermoeide spieren na geringe lichamelijke inspanning Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_musclefatigue_sev,Vermoeide spieren na geringe lichamelijke inspanning Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_musclefatigue_sev | Vermoeide spieren na geringe lichamelijke inspanning Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_pemphysical_freq,Verergering van symptomen na geringe lichamelijke inspanning Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_pemphysical_freq | Verergering van symptomen na geringe lichamelijke inspanning Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_pemphysical_sev,Verergering van symptomen na geringe lichamelijke inspanning Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_pemphysical_sev | Verergering van symptomen na geringe lichamelijke inspanning Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_pemmental_freq,Verergering van symptomen na geringe geestelijke inspanning Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_pemmental_freq | Verergering van symptomen na geringe geestelijke inspanning Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_pemmental_sev,Verergering van symptomen na geringe geestelijke inspanning Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_pemmental_sev | Verergering van symptomen na geringe geestelijke inspanning Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_disorientation_freq,Gevoel van desoriëntatie (niet goed weten waar je bent of waar je mee bezig was) Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_disorientation_freq | Gevoel van desoriëntatie (niet goed weten waar je bent of waar je mee bezig was) Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_disorientation_sev,Gevoel van desoriëntatie (niet goed weten waar je bent of waar je mee bezig was) Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_disorientation_sev | Gevoel van desoriëntatie (niet goed weten waar je bent of waar je mee bezig was) Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_slowspeech_freq,Traag spreken Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_slowspeech_freq | Traag spreken Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_slowspeech_sev,Traag spreken Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_slowspeech_sev | Traag spreken Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_difficultreading_freq,Moeite met lezen (dyslexie) na geringe lichamelijke of geestelijke inspanning Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_difficultreading_freq | Moeite met lezen (dyslexie) na geringe lichamelijke of geestelijke inspanning Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_difficultreading_sev,Moeite met lezen (dyslexie) na geringe lichamelijke of geestelijke inspanning Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_difficultreading_sev | Moeite met lezen (dyslexie) na geringe lichamelijke of geestelijke inspanning Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_painsensitivity_freq,Overgevoeligheid voor pijn Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_painsensitivity_freq | Overgevoeligheid voor pijn Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_painsensitivity_sev,Overgevoeligheid voor pijn Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_painsensitivity_sev | Overgevoeligheid voor pijn Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_pressurepain_freq,Druk op delen van het lichaam veroorzaakt pijn in andere delen van het lichaam Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_pressurepain_freq | Druk op delen van het lichaam veroorzaakt pijn in andere delen van het lichaam Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_pressurepain_sev,Druk op delen van het lichaam veroorzaakt pijn in andere delen van het lichaam Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_pressurepain_sev | Druk op delen van het lichaam veroorzaakt pijn in andere delen van het lichaam Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_daytimesleep_freq,Slaperigheid overdag Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_daytimesleep_freq | Slaperigheid overdag Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_daytimesleep_sev,Slaperigheid overdag Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_daytimesleep_sev | Slaperigheid overdag Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_vibrationsensitivity_freq,Overgevoeligheid voor trillingen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_vibrationsensitivity_freq | Overgevoeligheid voor trillingen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_vibrationsensitivity_sev,Overgevoeligheid voor trillingen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_vibrationsensitivity_sev | Overgevoeligheid voor trillingen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_poorcoordination_freq,Slechte coördinatie Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_poorcoordination_freq | Slechte coördinatie Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_poorcoordination_sev,Slechte coördinatie Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_poorcoordination_sev | Slechte coördinatie Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sinusinfections_freq,Bijholteontstekingen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sinusinfections_freq | Bijholteontstekingen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sinusinfections_sev,Bijholteontstekingen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sinusinfections_sev | Bijholteontstekingen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_urinateurge_freq,Dwingende drang om te plassen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_urinateurge_freq | Dwingende drang om te plassen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_urinateurge_sev,Dwingende drang om te plassen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_urinateurge_sev | Dwingende drang om te plassen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_urinatenight_freq,’s Nachts wakker worden omdat u moet plassen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_urinatenight_freq | ’s Nachts wakker worden omdat u moet plassen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_urinatenight_sev,’s Nachts wakker worden omdat u moet plassen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_urinatenight_sev | ’s Nachts wakker worden omdat u moet plassen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_unablestand_freq,Niet in staat zijn rechtop te blijven staan Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_unablestand_freq | Niet in staat zijn rechtop te blijven staan Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_unablestand_sev,Niet in staat zijn rechtop te blijven staan Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_unablestand_sev | Niet in staat zijn rechtop te blijven staan Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_tempfluctations_freq,Schommelingen in uw lichaamstemperatuur over de dag Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_tempfluctations_freq | Schommelingen in uw lichaamstemperatuur over de dag Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_tempfluctations_sev,Schommelingen in uw lichaamstemperatuur over de dag Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_tempfluctations_sev | Schommelingen in uw lichaamstemperatuur over de dag Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_vision_freq,"Problemen met het gezichtsvermogen (wazig zien, gevoeligheid voor licht, moeite met lezen of focussen, vlekjes, flitsende lichten, sneeuw) Frequentie:",radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_vision_freq | Problemen met het gezichtsvermogen (wazig zien, gevoeligheid voor licht, moeite met lezen of focussen, vlekjes, flitsende lichten, sneeuw) Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
